,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
3679,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1296080,megawatthours
3680,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1302445,megawatthours
3681,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1305596,megawatthours
3682,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1289266,megawatthours
3683,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1284909,megawatthours
3684,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1284211,megawatthours
3685,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1286847,megawatthours
3686,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1289266,megawatthours
3687,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1307554,megawatthours
3688,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1301208,megawatthours
3689,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1297968,megawatthours
3690,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1304433,megawatthours
3691,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1307554,megawatthours
3692,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,1958,megawatthours
3693,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2047,megawatthours
3694,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1889,megawatthours
3695,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1988,megawatthours
3696,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,1958,megawatthours
3697,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1233522,megawatthours
3698,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1229440,megawatthours
3699,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1226236,megawatthours
3700,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1231655,megawatthours
3701,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1233522,megawatthours
3702,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1252447,megawatthours
3703,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1249143,megawatthours
3704,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1247090,megawatthours
3705,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1250880,megawatthours
3706,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1252447,megawatthours
3707,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1231704,megawatthours
3708,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1227341,megawatthours
3709,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1224182,megawatthours
3710,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1229671,megawatthours
3711,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1231704,megawatthours
3712,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1817,megawatthours
3713,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2098,megawatthours
3714,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2053,megawatthours
3715,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1983,megawatthours
3716,2024-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1817,megawatthours
3717,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1199917,megawatthours
3718,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1201752,megawatthours
3719,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1201570,megawatthours
3720,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1201437,megawatthours
3721,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1199917,megawatthours
3722,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1216442,megawatthours
3723,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1214805,megawatthours
3724,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1213997,megawatthours
3725,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1215895,megawatthours
3726,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1216442,megawatthours
3727,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1197765,megawatthours
3728,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1199841,megawatthours
3729,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1199609,megawatthours
3730,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1199409,megawatthours
3731,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1197765,megawatthours
3732,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2146,megawatthours
3733,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1906,megawatthours
3734,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1956,megawatthours
3735,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2022,megawatthours
3736,2024-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2146,megawatthours
3737,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1110504,megawatthours
3738,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1109407,megawatthours
3739,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1109365,megawatthours
3740,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1109534,megawatthours
3741,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1110504,megawatthours
3742,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1126593,megawatthours
3743,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1128037,megawatthours
3744,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1127171,megawatthours
3745,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1127265,megawatthours
3746,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1126593,megawatthours
3747,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1107831,megawatthours
3748,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1106778,megawatthours
3749,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1106788,megawatthours
3750,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1106957,megawatthours
3751,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1107831,megawatthours
3752,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2669,megawatthours
3753,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2625,megawatthours
3754,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2573,megawatthours
3755,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2574,megawatthours
3756,2024-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2669,megawatthours
3757,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1128434,megawatthours
3758,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1132252,megawatthours
3759,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1134871,megawatthours
3760,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1130365,megawatthours
3761,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1128434,megawatthours
3762,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1147535,megawatthours
3763,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1152660,megawatthours
3764,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1155379,megawatthours
3765,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1149889,megawatthours
3766,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1147535,megawatthours
3767,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1128806,megawatthours
3768,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1132658,megawatthours
3769,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1135230,megawatthours
3770,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1130692,megawatthours
3771,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1128806,megawatthours
3772,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,369,megawatthours
3773,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,405,megawatthours
3774,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,358,megawatthours
3775,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,326,megawatthours
3776,2024-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,369,megawatthours
3777,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1230549,megawatthours
3778,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1234574,megawatthours
3779,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1237475,megawatthours
3780,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1232190,megawatthours
3781,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1230549,megawatthours
3782,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1245173,megawatthours
3783,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1248859,megawatthours
3784,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1252102,megawatthours
3785,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1246902,megawatthours
3786,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1245173,megawatthours
3787,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1233438,megawatthours
3788,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1237333,megawatthours
3789,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1240372,megawatthours
3790,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1235022,megawatthours
3791,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1233438,megawatthours
3792,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,2884,megawatthours
3793,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2752,megawatthours
3794,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,2890,megawatthours
3795,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,2826,megawatthours
3796,2024-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2884,megawatthours
3797,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1344399,megawatthours
3798,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1348830,megawatthours
3799,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1350791,megawatthours
3800,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1346738,megawatthours
3801,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1344399,megawatthours
3802,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1352847,megawatthours
3803,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1357018,megawatthours
3804,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1358871,megawatthours
3805,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1354825,megawatthours
3806,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1352847,megawatthours
3807,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1343199,megawatthours
3808,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1347566,megawatthours
3809,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1349377,megawatthours
3810,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1345537,megawatthours
3811,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1343199,megawatthours
3812,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1202,megawatthours
3813,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1265,megawatthours
3814,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1416,megawatthours
3815,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1202,megawatthours
3816,2024-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1202,megawatthours
3817,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1384169,megawatthours
3818,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1387654,megawatthours
3819,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1389194,megawatthours
3820,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1386069,megawatthours
3821,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1384169,megawatthours
3822,2024-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1389494,megawatthours
