,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
3459,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1448653,megawatthours
3460,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1445204,megawatthours
3461,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1442953,megawatthours
3462,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1479136,megawatthours
3463,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1480102,megawatthours
3464,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1479501,megawatthours
3465,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1479763,megawatthours
3466,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1479136,megawatthours
3467,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1442933,megawatthours
3468,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1447789,megawatthours
3469,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1450185,megawatthours
3470,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1445306,megawatthours
3471,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1442933,megawatthours
3472,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-17,megawatthours
3473,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,540,megawatthours
3474,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1533,megawatthours
3475,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,105,megawatthours
3476,2024-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-17,megawatthours
3477,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1435554,megawatthours
3478,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1429381,megawatthours
3479,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1427249,megawatthours
3480,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1432187,megawatthours
3481,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1435554,megawatthours
3482,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1458428,megawatthours
3483,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1455987,megawatthours
3484,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1454807,megawatthours
3485,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1457243,megawatthours
3486,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1458428,megawatthours
3487,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1443233,megawatthours
3488,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1436529,megawatthours
3489,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1433640,megawatthours
3490,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1439589,megawatthours
3491,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1443233,megawatthours
3492,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,7678,megawatthours
3493,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,7147,megawatthours
3494,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,6390,megawatthours
3495,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,7401,megawatthours
3496,2024-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,7678,megawatthours
3497,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1452708,megawatthours
3498,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1453420,megawatthours
3499,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1453026,megawatthours
3500,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1453421,megawatthours
3501,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1452708,megawatthours
3502,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1464081,megawatthours
3503,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1459964,megawatthours
3504,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1458127,megawatthours
3505,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1462026,megawatthours
3506,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1464081,megawatthours
3507,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1449739,megawatthours
3508,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1450366,megawatthours
3509,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1450208,megawatthours
3510,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1450549,megawatthours
3511,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1449739,megawatthours
3512,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2975,megawatthours
3513,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-3060,megawatthours
3514,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2823,megawatthours
3515,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2879,megawatthours
3516,2024-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2975,megawatthours
3517,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1414929,megawatthours
3518,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1409740,megawatthours
3519,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1406746,megawatthours
3520,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1412405,megawatthours
3521,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1414929,megawatthours
3522,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1411279,megawatthours
3523,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1409082,megawatthours
3524,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1406909,megawatthours
3525,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1410277,megawatthours
3526,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1411279,megawatthours
3527,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1418372,megawatthours
3528,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1412979,megawatthours
3529,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1409960,megawatthours
3530,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1415611,megawatthours
3531,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1418372,megawatthours
3532,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,3444,megawatthours
3533,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,3241,megawatthours
3534,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,3215,megawatthours
3535,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,3209,megawatthours
3536,2024-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,3444,megawatthours
3537,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1404477,megawatthours
3538,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1411450,megawatthours
3539,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1415218,megawatthours
3540,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1407996,megawatthours
3541,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1404477,megawatthours
3542,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1400198,megawatthours
3543,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1402442,megawatthours
3544,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1405251,megawatthours
3545,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1401222,megawatthours
3546,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1400198,megawatthours
3547,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1406373,megawatthours
3548,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1413460,megawatthours
3549,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1417142,megawatthours
3550,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1409998,megawatthours
3551,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1406373,megawatthours
3552,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,1901,megawatthours
3553,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2014,megawatthours
3554,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1926,megawatthours
3555,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,2006,megawatthours
3556,2024-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,1901,megawatthours
3557,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1439866,megawatthours
3558,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1437750,megawatthours
3559,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1437318,megawatthours
3560,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1438553,megawatthours
3561,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1439866,megawatthours
3562,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1435008,megawatthours
3563,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1434613,megawatthours
3564,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1432554,megawatthours
3565,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1434782,megawatthours
3566,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1435008,megawatthours
3567,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1439347,megawatthours
3568,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1437229,megawatthours
3569,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1436740,megawatthours
3570,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1438034,megawatthours
3571,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1439347,megawatthours
3572,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-524,megawatthours
3573,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-527,megawatthours
3574,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-582,megawatthours
3575,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-525,megawatthours
3576,2024-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-524,megawatthours
3577,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1406144,megawatthours
3578,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1399235,megawatthours
3579,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1396386,megawatthours
3580,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1402513,megawatthours
3581,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1406144,megawatthours
3582,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1377318,megawatthours
3583,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1370874,megawatthours
3584,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1367148,megawatthours
3585,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1374042,megawatthours
3586,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1377318,megawatthours
3587,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1407835,megawatthours
3588,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1401104,megawatthours
3589,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1398401,megawatthours
3590,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1404335,megawatthours
3591,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1407835,megawatthours
3592,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,1691,megawatthours
3593,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,1871,megawatthours
3594,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,2018,megawatthours
3595,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1824,megawatthours
3596,2024-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,1691,megawatthours
3597,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1334452,megawatthours
3598,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1333849,megawatthours
3599,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1332954,megawatthours
3600,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1334220,megawatthours
3601,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1334452,megawatthours
3602,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1272712,megawatthours
3603,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1266997,megawatthours
3604,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1266898,megawatthours
3605,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1270099,megawatthours
3606,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1272712,megawatthours
3607,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1334342,megawatthours
3608,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1333706,megawatthours
3609,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1332623,megawatthours
3610,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1334040,megawatthours
3611,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1334342,megawatthours
3612,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-100,megawatthours
3613,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-133,megawatthours
3614,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-322,megawatthours
3615,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-170,megawatthours
3616,2024-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-100,megawatthours
3617,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1262953,megawatthours
3618,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1251067,megawatthours
3619,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1243774,megawatthours
3620,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1257374,megawatthours
3621,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1262953,megawatthours
3622,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1236191,megawatthours
3623,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1231815,megawatthours
3624,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1230438,megawatthours
3625,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1234251,megawatthours
3626,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1236191,megawatthours
3627,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1263333,megawatthours
3628,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1251157,megawatthours
3629,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1243760,megawatthours
3630,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1257675,megawatthours
3631,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1263333,megawatthours
3632,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,375,megawatthours
3633,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,83,megawatthours
3634,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-20,megawatthours
3635,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,294,megawatthours
3636,2024-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,375,megawatthours
3637,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1119176,megawatthours
3638,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1112501,megawatthours
3639,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1108882,megawatthours
3640,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1116172,megawatthours
3641,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1119176,megawatthours
3642,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1229227,megawatthours
3643,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1232719,megawatthours
3644,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1231624,megawatthours
3645,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1230761,megawatthours
3646,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1229227,megawatthours
3647,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1119099,megawatthours
3648,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1112761,megawatthours
3649,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1109511,megawatthours
3650,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1116246,megawatthours
3651,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1119099,megawatthours
3652,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-79,megawatthours
3653,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,259,megawatthours
3654,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,627,megawatthours
3655,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,73,megawatthours
3656,2024-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-79,megawatthours
3657,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1163086,megawatthours
3658,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1179654,megawatthours
3659,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1189671,megawatthours
3660,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1170694,megawatthours
3661,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1163086,megawatthours
3662,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1232017,megawatthours
3663,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1236338,megawatthours
3664,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1238769,megawatthours
3665,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1234268,megawatthours
3666,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1232017,megawatthours
3667,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1162286,megawatthours
3668,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1178807,megawatthours
3669,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1188762,megawatthours
3670,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1169849,megawatthours
3671,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1162286,megawatthours
3672,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-797,megawatthours
3673,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-844,megawatthours
3674,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-906,megawatthours
3675,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-842,megawatthours
3676,2024-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-797,megawatthours
3677,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1305596,megawatthours
3678,2024-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1299162,megawatthours
