,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
1367,2023,OH,Ohio,TOT,All sectors,WOO,Wood,40.5,megawatts
1368,2023,OK,Oklahoma,EU,Electric Utilities,ALL,All,18447.7,megawatts
1369,2023,OK,Oklahoma,EU,Electric Utilities,COL,Coal,3272.5,megawatts
1370,2023,OK,Oklahoma,EU,Electric Utilities,HYC,Hydroelectric,840.6,megawatts
1371,2023,OK,Oklahoma,EU,Electric Utilities,NG,Natural Gas,11698.7,megawatts
1372,2023,OK,Oklahoma,EU,Electric Utilities,NGCC,Natural Gas - CC,4228.6,megawatts
1373,2023,OK,Oklahoma,EU,Electric Utilities,NGGT,Natural Gas - GT,1649.2,megawatts
1374,2023,OK,Oklahoma,EU,Electric Utilities,NGIC,Natural Gas - IC,82.4,megawatts
1375,2023,OK,Oklahoma,EU,Electric Utilities,NGST,Natural Gas - ST,5738.5,megawatts
1376,2023,OK,Oklahoma,EU,Electric Utilities,PET,Petroleum,44.6,megawatts
1377,2023,OK,Oklahoma,EU,Electric Utilities,PETIC,Petroleum - IC,44.6,megawatts
1378,2023,OK,Oklahoma,EU,Electric Utilities,HPS,Pumped Storage,258,megawatts
1379,2023,OK,Oklahoma,EU,Electric Utilities,SOL,Solar,45.5,megawatts
1380,2023,OK,Oklahoma,EU,Electric Utilities,SOLPV,Solar - PV,45.5,megawatts
1381,2023,OK,Oklahoma,EU,Electric Utilities,WND,Wind,2287.8,megawatts
1382,2023,OK,Oklahoma,IPP,Independent Power Producers,ALL,All,13242.1,megawatts
1383,2023,OK,Oklahoma,IPP,Independent Power Producers,BAT,Battery,10,megawatts
1384,2023,OK,Oklahoma,IPP,Independent Power Producers,NG,Natural Gas,3187.2,megawatts
1385,2023,OK,Oklahoma,IPP,Independent Power Producers,NGCC,Natural Gas - CC,3099,megawatts
1386,2023,OK,Oklahoma,IPP,Independent Power Producers,NGIC,Natural Gas - IC,3.9,megawatts
1387,2023,OK,Oklahoma,IPP,Independent Power Producers,NGST,Natural Gas - ST,84.3,megawatts
1388,2023,OK,Oklahoma,IPP,Independent Power Producers,OBM,Other Biomass,18.4,megawatts
1389,2023,OK,Oklahoma,IPP,Independent Power Producers,PET,Petroleum,9.3,megawatts
1390,2023,OK,Oklahoma,IPP,Independent Power Producers,PETIC,Petroleum - IC,9.3,megawatts
1391,2023,OK,Oklahoma,IPP,Independent Power Producers,SOL,Solar,2,megawatts
1392,2023,OK,Oklahoma,IPP,Independent Power Producers,SOLPV,Solar - PV,2,megawatts
1393,2023,OK,Oklahoma,IPP,Independent Power Producers,WND,Wind,9957.4,megawatts
1394,2023,OK,Oklahoma,IPP,Independent Power Producers,WOO,Wood,57.8,megawatts
1395,2023,OK,Oklahoma,TOT,All sectors,ALL,All,31689.8,megawatts
1396,2023,OK,Oklahoma,TOT,All sectors,BAT,Battery,10,megawatts
1397,2023,OK,Oklahoma,TOT,All sectors,COL,Coal,3272.5,megawatts
1398,2023,OK,Oklahoma,TOT,All sectors,HYC,Hydroelectric,840.6,megawatts
1399,2023,OK,Oklahoma,TOT,All sectors,NG,Natural Gas,14885.9,megawatts
1400,2023,OK,Oklahoma,TOT,All sectors,NGCC,Natural Gas - CC,7327.6,megawatts
1401,2023,OK,Oklahoma,TOT,All sectors,NGGT,Natural Gas - GT,1649.2,megawatts
1402,2023,OK,Oklahoma,TOT,All sectors,NGIC,Natural Gas - IC,86.3,megawatts
1403,2023,OK,Oklahoma,TOT,All sectors,NGST,Natural Gas - ST,5822.8,megawatts
1404,2023,OK,Oklahoma,TOT,All sectors,OBM,Other Biomass,18.4,megawatts
1405,2023,OK,Oklahoma,TOT,All sectors,PET,Petroleum,53.9,megawatts
1406,2023,OK,Oklahoma,TOT,All sectors,PETIC,Petroleum - IC,53.9,megawatts
1407,2023,OK,Oklahoma,TOT,All sectors,HPS,Pumped Storage,258,megawatts
1408,2023,OK,Oklahoma,TOT,All sectors,SOL,Solar,47.5,megawatts
1409,2023,OK,Oklahoma,TOT,All sectors,SOLPV,Solar - PV,47.5,megawatts
1410,2023,OK,Oklahoma,TOT,All sectors,WND,Wind,12245.2,megawatts
1411,2023,OK,Oklahoma,TOT,All sectors,WOO,Wood,57.8,megawatts
1412,2023,OR,Oregon,EU,Electric Utilities,ALL,All,11023.6,megawatts
1413,2023,OR,Oregon,EU,Electric Utilities,BAT,Battery,5,megawatts
1414,2023,OR,Oregon,EU,Electric Utilities,GEO,Geothermal,1.8,megawatts
1415,2023,OR,Oregon,EU,Electric Utilities,HYC,Hydroelectric,8294.5,megawatts
1416,2023,OR,Oregon,EU,Electric Utilities,NG,Natural Gas,2059.9,megawatts
1417,2023,OR,Oregon,EU,Electric Utilities,NGCC,Natural Gas - CC,1811.5,megawatts
1418,2023,OR,Oregon,EU,Electric Utilities,NGGT,Natural Gas - GT,24,megawatts
1419,2023,OR,Oregon,EU,Electric Utilities,NGIC,Natural Gas - IC,224.4,megawatts
1420,2023,OR,Oregon,EU,Electric Utilities,OBM,Other Biomass,8.8,megawatts
1421,2023,OR,Oregon,EU,Electric Utilities,SOL,Solar,3.4,megawatts
1422,2023,OR,Oregon,EU,Electric Utilities,SOLPV,Solar - PV,3.4,megawatts
1423,2023,OR,Oregon,EU,Electric Utilities,WND,Wind,650.2,megawatts
1424,2023,OR,Oregon,IPP,Independent Power Producers,ALL,All,6445.2,megawatts
1425,2023,OR,Oregon,IPP,Independent Power Producers,BAT,Battery,30,megawatts
1426,2023,OR,Oregon,IPP,Independent Power Producers,GEO,Geothermal,17.7,megawatts
1427,2023,OR,Oregon,IPP,Independent Power Producers,HYC,Hydroelectric,68.7,megawatts
1428,2023,OR,Oregon,IPP,Independent Power Producers,NG,Natural Gas,1702.5,megawatts
1429,2023,OR,Oregon,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1597.7,megawatts
1430,2023,OR,Oregon,IPP,Independent Power Producers,NGGT,Natural Gas - GT,100,megawatts
1431,2023,OR,Oregon,IPP,Independent Power Producers,NGIC,Natural Gas - IC,4.8,megawatts
1432,2023,OR,Oregon,IPP,Independent Power Producers,OBM,Other Biomass,43.8,megawatts
1433,2023,OR,Oregon,IPP,Independent Power Producers,PET,Petroleum,6.6,megawatts
1434,2023,OR,Oregon,IPP,Independent Power Producers,PETIC,Petroleum - IC,6.6,megawatts
1435,2023,OR,Oregon,IPP,Independent Power Producers,SOL,Solar,1007.3,megawatts
1436,2023,OR,Oregon,IPP,Independent Power Producers,SOLPV,Solar - PV,1007.3,megawatts
1437,2023,OR,Oregon,IPP,Independent Power Producers,WND,Wind,3326.3,megawatts
1438,2023,OR,Oregon,IPP,Independent Power Producers,WOO,Wood,242.3,megawatts
1439,2023,OR,Oregon,TOT,All sectors,ALL,All,17468.8,megawatts
1440,2023,OR,Oregon,TOT,All sectors,BAT,Battery,35,megawatts
1441,2023,OR,Oregon,TOT,All sectors,GEO,Geothermal,19.5,megawatts
1442,2023,OR,Oregon,TOT,All sectors,HYC,Hydroelectric,8363.2,megawatts
1443,2023,OR,Oregon,TOT,All sectors,NG,Natural Gas,3762.4,megawatts
1444,2023,OR,Oregon,TOT,All sectors,NGCC,Natural Gas - CC,3409.2,megawatts
1445,2023,SC,South Carolina,EU,Electric Utilities,PET,Petroleum,207,megawatts
1446,2023,SC,South Carolina,EU,Electric Utilities,PETGT,Petroleum - GT,157,megawatts
1447,2023,SC,South Carolina,EU,Electric Utilities,PETIC,Petroleum - IC,50,megawatts
1448,2023,SC,South Carolina,EU,Electric Utilities,HPS,Pumped Storage,2956,megawatts
1449,2023,SC,South Carolina,EU,Electric Utilities,SOL,Solar,4.8,megawatts
1450,2023,SC,South Carolina,EU,Electric Utilities,SOLPV,Solar - PV,4.8,megawatts
1451,2023,SC,South Carolina,IPP,Independent Power Producers,ALL,All,3028,megawatts
1452,2023,SC,South Carolina,IPP,Independent Power Producers,BAT,Battery,22,megawatts
1453,2023,SC,South Carolina,IPP,Independent Power Producers,HYC,Hydroelectric,31.3,megawatts
1454,2023,SC,South Carolina,IPP,Independent Power Producers,NG,Natural Gas,976.8,megawatts
1455,2023,SC,South Carolina,IPP,Independent Power Producers,NGCC,Natural Gas - CC,86,megawatts
1456,2023,SC,South Carolina,IPP,Independent Power Producers,NGGT,Natural Gas - GT,870.8,megawatts
1457,2023,SC,South Carolina,IPP,Independent Power Producers,NGST,Natural Gas - ST,20,megawatts
1458,2023,SC,South Carolina,IPP,Independent Power Producers,OBM,Other Biomass,13,megawatts
1459,2023,SC,South Carolina,IPP,Independent Power Producers,PET,Petroleum,9.6,megawatts
1460,2023,SC,South Carolina,IPP,Independent Power Producers,PETIC,Petroleum - IC,9.6,megawatts
1461,2023,SC,South Carolina,IPP,Independent Power Producers,SOL,Solar,1552.7,megawatts
1462,2023,SC,South Carolina,IPP,Independent Power Producers,SOLPV,Solar - PV,1552.7,megawatts
1463,2023,SC,South Carolina,IPP,Independent Power Producers,WOO,Wood,422.6,megawatts
1464,2023,SC,South Carolina,TOT,All sectors,ALL,All,24421.8,megawatts
1465,2023,SC,South Carolina,TOT,All sectors,BAT,Battery,22,megawatts
1466,2023,SC,South Carolina,TOT,All sectors,COL,Coal,4749,megawatts
1467,2023,SC,South Carolina,TOT,All sectors,HYC,Hydroelectric,1294,megawatts
1468,2023,SC,South Carolina,TOT,All sectors,NG,Natural Gas,6560.7,megawatts
1469,2023,SC,South Carolina,TOT,All sectors,NGCC,Natural Gas - CC,3252,megawatts
1470,2023,SC,South Carolina,TOT,All sectors,NGGT,Natural Gas - GT,2528.7,megawatts
1471,2023,SC,South Carolina,TOT,All sectors,NGST,Natural Gas - ST,780,megawatts
1472,2023,SC,South Carolina,TOT,All sectors,NUC,Nuclear,6600.3,megawatts
1473,2023,SC,South Carolina,TOT,All sectors,OBM,Other Biomass,43.1,megawatts
1474,2023,SC,South Carolina,TOT,All sectors,PET,Petroleum,216.6,megawatts
1475,2023,SC,South Carolina,TOT,All sectors,PETGT,Petroleum - GT,157,megawatts
1476,2023,SC,South Carolina,TOT,All sectors,PETIC,Petroleum - IC,59.6,megawatts
1477,2023,SC,South Carolina,TOT,All sectors,HPS,Pumped Storage,2956,megawatts
1478,2023,SC,South Carolina,TOT,All sectors,SOL,Solar,1557.5,megawatts
1479,2023,SC,South Carolina,TOT,All sectors,SOLPV,Solar - PV,1557.5,megawatts
1480,2023,SC,South Carolina,TOT,All sectors,WOO,Wood,422.6,megawatts
1481,2023,SD,South Dakota,EU,Electric Utilities,ALL,All,3989.1,megawatts
1482,2023,SD,South Dakota,EU,Electric Utilities,COL,Coal,475,megawatts
1483,2023,SD,South Dakota,EU,Electric Utilities,HYC,Hydroelectric,1598,megawatts
1484,2023,SD,South Dakota,EU,Electric Utilities,NG,Natural Gas,1252.6,megawatts
1485,2023,SD,South Dakota,EU,Electric Utilities,NGCC,Natural Gas - CC,295,megawatts
1486,2023,SD,South Dakota,EU,Electric Utilities,NGGT,Natural Gas - GT,893.7,megawatts
1487,2023,SD,South Dakota,EU,Electric Utilities,NGIC,Natural Gas - IC,63.9,megawatts
1488,2023,SD,South Dakota,EU,Electric Utilities,PET,Petroleum,210.9,megawatts
1489,2023,SD,South Dakota,EU,Electric Utilities,PETGT,Petroleum - GT,184.4,megawatts
1490,2023,SD,South Dakota,EU,Electric Utilities,PETIC,Petroleum - IC,26.5,megawatts
1491,2023,SD,South Dakota,EU,Electric Utilities,WND,Wind,452.6,megawatts
1492,2023,SD,South Dakota,IPP,Independent Power Producers,ALL,All,2809.9,megawatts
1493,2023,SD,South Dakota,IPP,Independent Power Producers,BAT,Battery,.8,megawatts
1494,2023,SD,South Dakota,IPP,Independent Power Producers,NG,Natural Gas,7.5,megawatts
1495,2023,SD,South Dakota,IPP,Independent Power Producers,NGST,Natural Gas - ST,7.5,megawatts
1496,2023,SD,South Dakota,IPP,Independent Power Producers,PET,Petroleum,3.2,megawatts
1497,2023,SD,South Dakota,IPP,Independent Power Producers,PETIC,Petroleum - IC,3.2,megawatts
1498,2023,SD,South Dakota,IPP,Independent Power Producers,SOL,Solar,81,megawatts
1499,2023,SD,South Dakota,IPP,Independent Power Producers,SOLPV,Solar - PV,81,megawatts
1500,2023,SD,South Dakota,IPP,Independent Power Producers,WND,Wind,2712,megawatts
1501,2023,SD,South Dakota,IPP,Independent Power Producers,WOO,Wood,5.4,megawatts
1502,2023,SD,South Dakota,TOT,All sectors,ALL,All,6799,megawatts
1503,2023,SD,South Dakota,TOT,All sectors,BAT,Battery,.8,megawatts
1504,2023,SD,South Dakota,TOT,All sectors,COL,Coal,475,megawatts
1505,2023,SD,South Dakota,TOT,All sectors,HYC,Hydroelectric,1598,megawatts
1506,2023,SD,South Dakota,TOT,All sectors,NG,Natural Gas,1260.1,megawatts
1507,2023,SD,South Dakota,TOT,All sectors,NGCC,Natural Gas - CC,295,megawatts
1508,2023,SD,South Dakota,TOT,All sectors,NGGT,Natural Gas - GT,893.7,megawatts
1509,2023,SD,South Dakota,TOT,All sectors,NGIC,Natural Gas - IC,63.9,megawatts
1510,2023,SD,South Dakota,TOT,All sectors,NGST,Natural Gas - ST,7.5,megawatts
1511,2023,SD,South Dakota,TOT,All sectors,PET,Petroleum,214.1,megawatts
1512,2023,SD,South Dakota,TOT,All sectors,PETGT,Petroleum - GT,184.4,megawatts
1513,2023,SD,South Dakota,TOT,All sectors,PETIC,Petroleum - IC,29.7,megawatts
1514,2023,SD,South Dakota,TOT,All sectors,SOL,Solar,81,megawatts
1515,2023,SD,South Dakota,TOT,All sectors,SOLPV,Solar - PV,81,megawatts
1516,2023,SD,South Dakota,TOT,All sectors,WND,Wind,3164.6,megawatts
1517,2023,SD,South Dakota,TOT,All sectors,WOO,Wood,5.4,megawatts
1518,2023,TN,Tennessee,EU,Electric Utilities,ALL,All,19634.2,megawatts
1519,2023,TN,Tennessee,EU,Electric Utilities,COL,Coal,4844,megawatts
1520,2023,TN,Tennessee,EU,Electric Utilities,HYC,Hydroelectric,2401.6,megawatts
1521,2023,TN,Tennessee,EU,Electric Utilities,NG,Natural Gas,5777.5,megawatts
1522,2023,TN,Tennessee,EU,Electric Utilities,NGCC,Natural Gas - CC,2455.1,megawatts
1523,2023,TN,Tennessee,EU,Electric Utilities,NGGT,Natural Gas - GT,3322.4,megawatts
1524,2023,TN,Tennessee,EU,Electric Utilities,NUC,Nuclear,4522.7,megawatts
1525,2023,TN,Tennessee,EU,Electric Utilities,OBM,Other Biomass,1.8,megawatts
1526,2023,TN,Tennessee,EU,Electric Utilities,PET,Petroleum,466.8,megawatts
1527,2023,TN,Tennessee,EU,Electric Utilities,PETGT,Petroleum - GT,427.2,megawatts
1528,2023,TN,Tennessee,EU,Electric Utilities,PETIC,Petroleum - IC,39.6,megawatts
1529,2023,TN,Tennessee,EU,Electric Utilities,HPS,Pumped Storage,1616.3,megawatts
1530,2023,TN,Tennessee,EU,Electric Utilities,SOL,Solar,1.4,megawatts
1531,2023,TN,Tennessee,EU,Electric Utilities,SOLPV,Solar - PV,1.4,megawatts
1532,2023,TN,Tennessee,EU,Electric Utilities,WND,Wind,2.1,megawatts
1533,2023,TN,Tennessee,IPP,Independent Power Producers,ALL,All,1289.7,megawatts
1534,2023,TN,Tennessee,IPP,Independent Power Producers,COL,Coal,110.5,megawatts
1535,2023,TN,Tennessee,IPP,Independent Power Producers,HYC,Hydroelectric,207,megawatts
1536,2023,TN,Tennessee,IPP,Independent Power Producers,NG,Natural Gas,216.4,megawatts
1537,2023,TN,Tennessee,IPP,Independent Power Producers,NGGT,Natural Gas - GT,82.9,megawatts
1538,2023,TN,Tennessee,IPP,Independent Power Producers,NGIC,Natural Gas - IC,3.2,megawatts
1539,2023,TN,Tennessee,IPP,Independent Power Producers,NGST,Natural Gas - ST,130.3,megawatts
1540,2023,TN,Tennessee,IPP,Independent Power Producers,OBM,Other Biomass,7.6,megawatts
1541,2023,TN,Tennessee,IPP,Independent Power Producers,PET,Petroleum,3.6,megawatts
1542,2023,TN,Tennessee,IPP,Independent Power Producers,PETIC,Petroleum - IC,3.6,megawatts
1543,2023,TN,Tennessee,IPP,Independent Power Producers,SOL,Solar,582.1,megawatts
1544,2023,TN,Tennessee,IPP,Independent Power Producers,SOLPV,Solar - PV,582.1,megawatts
1545,2023,TN,Tennessee,IPP,Independent Power Producers,WND,Wind,27,megawatts
1546,2023,TN,Tennessee,IPP,Independent Power Producers,WOO,Wood,135.5,megawatts
1547,2023,TN,Tennessee,TOT,All sectors,ALL,All,20923.9,megawatts
1548,2023,TN,Tennessee,TOT,All sectors,COL,Coal,4954.5,megawatts
1549,2023,TN,Tennessee,TOT,All sectors,HYC,Hydroelectric,2608.6,megawatts
1550,2023,TN,Tennessee,TOT,All sectors,NG,Natural Gas,5993.9,megawatts
1551,2023,TN,Tennessee,TOT,All sectors,NGCC,Natural Gas - CC,2455.1,megawatts
1552,2023,TN,Tennessee,TOT,All sectors,NGGT,Natural Gas - GT,3405.3,megawatts
1553,2023,TN,Tennessee,TOT,All sectors,NGIC,Natural Gas - IC,3.2,megawatts
1554,2023,TN,Tennessee,TOT,All sectors,NGST,Natural Gas - ST,130.3,megawatts
1555,2023,TN,Tennessee,TOT,All sectors,NUC,Nuclear,4522.7,megawatts
1556,2023,TN,Tennessee,TOT,All sectors,OBM,Other Biomass,9.4,megawatts
1557,2023,TN,Tennessee,TOT,All sectors,PET,Petroleum,470.4,megawatts
1558,2023,TN,Tennessee,TOT,All sectors,PETGT,Petroleum - GT,427.2,megawatts
1559,2023,TN,Tennessee,TOT,All sectors,PETIC,Petroleum - IC,43.2,megawatts
1560,2023,TN,Tennessee,TOT,All sectors,HPS,Pumped Storage,1616.3,megawatts
1561,2023,TN,Tennessee,TOT,All sectors,SOL,Solar,583.5,megawatts
1562,2023,TN,Tennessee,TOT,All sectors,SOLPV,Solar - PV,583.5,megawatts
1563,2023,TN,Tennessee,TOT,All sectors,WND,Wind,29.1,megawatts
1564,2023,TN,Tennessee,TOT,All sectors,WOO,Wood,135.5,megawatts
1565,2023,TX,Texas,EU,Electric Utilities,ALL,All,27114.8,megawatts
1566,2023,TX,Texas,EU,Electric Utilities,BAT,Battery,11.5,megawatts
1567,2023,TX,Texas,EU,Electric Utilities,COL,Coal,6436,megawatts
1568,2023,TX,Texas,EU,Electric Utilities,HYC,Hydroelectric,707.9,megawatts
1569,2023,TX,Texas,EU,Electric Utilities,NG,Natural Gas,19648.4,megawatts
1570,2023,TX,Texas,EU,Electric Utilities,NGCC,Natural Gas - CC,6913.7,megawatts
1571,2023,TX,Texas,EU,Electric Utilities,NGGT,Natural Gas - GT,3849.1,megawatts
1572,2023,TX,Texas,EU,Electric Utilities,NGIC,Natural Gas - IC,835.8,megawatts
1573,2023,TX,Texas,EU,Electric Utilities,NGST,Natural Gas - ST,8049.8,megawatts
1574,2023,TX,Texas,EU,Electric Utilities,OT,Other,5,megawatts
1575,2023,TX,Texas,EU,Electric Utilities,PET,Petroleum,72.3,megawatts
1576,2023,TX,Texas,EU,Electric Utilities,PETIC,Petroleum - IC,8.3,megawatts
1577,2023,TX,Texas,EU,Electric Utilities,PETST,Petroleum - ST,64,megawatts
1578,2023,TX,Texas,EU,Electric Utilities,SOL,Solar,9,megawatts
1579,2023,TX,Texas,EU,Electric Utilities,SOLPV,Solar - PV,9,megawatts
1580,2023,TX,Texas,EU,Electric Utilities,WND,Wind,78.2,megawatts
1581,2023,TX,Texas,EU,Electric Utilities,WOO,Wood,146.5,megawatts
1582,2023,TX,Texas,IPP,Independent Power Producers,ALL,All,127894.9,megawatts
1583,2023,TX,Texas,IPP,Independent Power Producers,BAT,Battery,3782.1,megawatts
1584,2023,TX,Texas,IPP,Independent Power Producers,COL,Coal,10186.6,megawatts
1585,2023,TX,Texas,IPP,Independent Power Producers,HYC,Hydroelectric,7.3,megawatts
1586,2023,TX,Texas,IPP,Independent Power Producers,NG,Natural Gas,52457,megawatts
1587,2023,TX,Texas,IPP,Independent Power Producers,NGCC,Natural Gas - CC,36322.3,megawatts
1588,2023,TX,Texas,IPP,Independent Power Producers,NGGT,Natural Gas - GT,7864.5,megawatts
1589,2023,TX,Texas,IPP,Independent Power Producers,NGIC,Natural Gas - IC,279.5,megawatts
1590,2023,TX,Texas,IPP,Independent Power Producers,NGST,Natural Gas - ST,7990.7,megawatts
1591,2023,TX,Texas,IPP,Independent Power Producers,NUC,Nuclear,4980,megawatts
1592,2023,TX,Texas,IPP,Independent Power Producers,OT,Other,219,megawatts
1593,2023,TX,Texas,IPP,Independent Power Producers,OBM,Other Biomass,43.9,megawatts
1594,2023,TX,Texas,IPP,Independent Power Producers,OOG,Other Gas,177.1,megawatts
1595,2023,TX,Texas,IPP,Independent Power Producers,PET,Petroleum,633.1,megawatts
1596,2023,TX,Texas,IPP,Independent Power Producers,PETGT,Petroleum - GT,397,megawatts
1597,2023,OR,Oregon,TOT,All sectors,NGGT,Natural Gas - GT,124,megawatts
1598,2023,OR,Oregon,TOT,All sectors,NGIC,Natural Gas - IC,229.2,megawatts
1599,2023,OR,Oregon,TOT,All sectors,OBM,Other Biomass,52.6,megawatts
1600,2023,OR,Oregon,TOT,All sectors,PET,Petroleum,6.6,megawatts
1601,2023,OR,Oregon,TOT,All sectors,PETIC,Petroleum - IC,6.6,megawatts
1602,2023,OR,Oregon,TOT,All sectors,SOL,Solar,1010.7,megawatts
1603,2023,OR,Oregon,TOT,All sectors,SOLPV,Solar - PV,1010.7,megawatts
1604,2023,OR,Oregon,TOT,All sectors,WND,Wind,3976.5,megawatts
1605,2023,OR,Oregon,TOT,All sectors,WOO,Wood,242.3,megawatts
1606,2023,PA,Pennsylvania,EU,Electric Utilities,ALL,All,80.9,megawatts
1607,2023,PA,Pennsylvania,EU,Electric Utilities,HYC,Hydroelectric,8.4,megawatts
1608,2023,PA,Pennsylvania,EU,Electric Utilities,NG,Natural Gas,30.3,megawatts
1609,2023,PA,Pennsylvania,EU,Electric Utilities,NGIC,Natural Gas - IC,30.3,megawatts
1610,2023,PA,Pennsylvania,EU,Electric Utilities,PET,Petroleum,42.2,megawatts
1611,2023,PA,Pennsylvania,EU,Electric Utilities,PETIC,Petroleum - IC,42.2,megawatts
1612,2023,PA,Pennsylvania,IPP,Independent Power Producers,ALL,All,48445.2,megawatts
1613,2023,PA,Pennsylvania,IPP,Independent Power Producers,BAT,Battery,34.6,megawatts
1614,2023,PA,Pennsylvania,IPP,Independent Power Producers,COL,Coal,6008.7,megawatts
1615,2023,PA,Pennsylvania,IPP,Independent Power Producers,HYC,Hydroelectric,921.1,megawatts
1616,2023,PA,Pennsylvania,IPP,Independent Power Producers,NG,Natural Gas,26827,megawatts
1617,2023,PA,Pennsylvania,IPP,Independent Power Producers,NGCC,Natural Gas - CC,19054.8,megawatts
1618,2023,PA,Pennsylvania,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1898.3,megawatts
1619,2023,PA,Pennsylvania,IPP,Independent Power Producers,NGIC,Natural Gas - IC,226.8,megawatts
1620,2023,PA,Pennsylvania,IPP,Independent Power Producers,NGST,Natural Gas - ST,5647.1,megawatts
1621,2023,PA,Pennsylvania,IPP,Independent Power Producers,NUC,Nuclear,9093.2,megawatts
1622,2023,PA,Pennsylvania,IPP,Independent Power Producers,OT,Other,20,megawatts
1623,2023,PA,Pennsylvania,IPP,Independent Power Producers,OBM,Other Biomass,343,megawatts
1624,2023,PA,Pennsylvania,IPP,Independent Power Producers,OOG,Other Gas,85.9,megawatts
1625,2023,PA,Pennsylvania,IPP,Independent Power Producers,PET,Petroleum,1297.9,megawatts
1626,2023,PA,Pennsylvania,IPP,Independent Power Producers,PETGT,Petroleum - GT,1233.2,megawatts
1627,2023,PA,Pennsylvania,IPP,Independent Power Producers,PETIC,Petroleum - IC,64.7,megawatts
1628,2023,PA,Pennsylvania,IPP,Independent Power Producers,HPS,Pumped Storage,1491.5,megawatts
1629,2023,PA,Pennsylvania,IPP,Independent Power Producers,SOL,Solar,689.5,megawatts
1630,2023,PA,Pennsylvania,IPP,Independent Power Producers,SOLPV,Solar - PV,689.5,megawatts
1631,2023,PA,Pennsylvania,IPP,Independent Power Producers,WND,Wind,1552.6,megawatts
1632,2023,PA,Pennsylvania,IPP,Independent Power Producers,WOO,Wood,80.2,megawatts
1633,2023,PA,Pennsylvania,TOT,All sectors,ALL,All,48526.1,megawatts
1634,2023,PA,Pennsylvania,TOT,All sectors,BAT,Battery,34.6,megawatts
1635,2023,PA,Pennsylvania,TOT,All sectors,COL,Coal,6008.7,megawatts
1636,2023,PA,Pennsylvania,TOT,All sectors,HYC,Hydroelectric,929.5,megawatts
1637,2023,PA,Pennsylvania,TOT,All sectors,NG,Natural Gas,26857.3,megawatts
1638,2023,PA,Pennsylvania,TOT,All sectors,NGCC,Natural Gas - CC,19054.8,megawatts
1639,2023,PA,Pennsylvania,TOT,All sectors,NGGT,Natural Gas - GT,1898.3,megawatts
1640,2023,PA,Pennsylvania,TOT,All sectors,NGIC,Natural Gas - IC,257.1,megawatts
1641,2023,PA,Pennsylvania,TOT,All sectors,NGST,Natural Gas - ST,5647.1,megawatts
1642,2023,PA,Pennsylvania,TOT,All sectors,NUC,Nuclear,9093.2,megawatts
1643,2023,PA,Pennsylvania,TOT,All sectors,OT,Other,20,megawatts
1644,2023,PA,Pennsylvania,TOT,All sectors,OBM,Other Biomass,343,megawatts
1645,2023,PA,Pennsylvania,TOT,All sectors,OOG,Other Gas,85.9,megawatts
1646,2023,PA,Pennsylvania,TOT,All sectors,PET,Petroleum,1340.1,megawatts
1647,2023,PA,Pennsylvania,TOT,All sectors,PETGT,Petroleum - GT,1233.2,megawatts
1648,2023,PA,Pennsylvania,TOT,All sectors,PETIC,Petroleum - IC,106.9,megawatts
1649,2023,PA,Pennsylvania,TOT,All sectors,HPS,Pumped Storage,1491.5,megawatts
1650,2023,PA,Pennsylvania,TOT,All sectors,SOL,Solar,689.5,megawatts
1651,2023,PA,Pennsylvania,TOT,All sectors,SOLPV,Solar - PV,689.5,megawatts
1652,2023,PA,Pennsylvania,TOT,All sectors,WND,Wind,1552.6,megawatts
1653,2023,PA,Pennsylvania,TOT,All sectors,WOO,Wood,80.2,megawatts
1654,2023,RI,Rhode Island,EU,Electric Utilities,ALL,All,7.1,megawatts
1655,2023,RI,Rhode Island,EU,Electric Utilities,PET,Petroleum,7.1,megawatts
1656,2023,RI,Rhode Island,EU,Electric Utilities,PETIC,Petroleum - IC,7.1,megawatts
1657,2023,RI,Rhode Island,IPP,Independent Power Producers,ALL,All,2281.4,megawatts
1658,2023,RI,Rhode Island,IPP,Independent Power Producers,BAT,Battery,3,megawatts
1659,2023,RI,Rhode Island,IPP,Independent Power Producers,HYC,Hydroelectric,2.7,megawatts
1660,2023,RI,Rhode Island,IPP,Independent Power Producers,NG,Natural Gas,1773,megawatts
1661,2023,RI,Rhode Island,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1735.2,megawatts
1662,2023,RI,Rhode Island,IPP,Independent Power Producers,NGGT,Natural Gas - GT,12.4,megawatts
1663,2023,RI,Rhode Island,IPP,Independent Power Producers,NGIC,Natural Gas - IC,14.5,megawatts
1664,2023,RI,Rhode Island,IPP,Independent Power Producers,NGST,Natural Gas - ST,10.9,megawatts
1665,2023,RI,Rhode Island,IPP,Independent Power Producers,OBM,Other Biomass,40.1,megawatts
1666,2023,RI,Rhode Island,IPP,Independent Power Producers,SOL,Solar,385.3,megawatts
1667,2023,RI,Rhode Island,IPP,Independent Power Producers,SOLPV,Solar - PV,385.3,megawatts
1668,2023,RI,Rhode Island,IPP,Independent Power Producers,WND,Wind,77.3,megawatts
1669,2023,RI,Rhode Island,TOT,All sectors,ALL,All,2288.5,megawatts
